query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-V5VAF5-F1-model_v4,AF-P55265-2-F1-model_v6,0.13,84,63,4,1,84,124,197,3.786,38,0.5734,V5VAF5,P55265,sdpR,ADAR,9606
AF-A0A059ZML9-F1-model_v4,AF-Q5T890-2-F1-model_v6,0.163,49,39,2,20,68,10,56,3.715,40,0.5734,A0A059ZML9,Q5T890,,ERCC6L2,9606
AF-A0A1E3M4A9-F1-model_v4,AF-Q9NVH1-F1-model_v6,0.051,273,203,15,403,663,157,385,0.00537,138,0.5732,A0A1E3M4A9,Q9NVH1,,DNAJC11,9606
AF-A0A1E3MAY7-F1-model_v4,AF-Q7RTP6-F1-model_v6,0.182,148,70,8,369,469,81,224,0.0005477,116,0.5731,A0A1E3MAY7,Q7RTP6,fadH,MICAL3,9606
AF-A0A1E3MAB0-F1-model_v4,AF-O95831-4-F1-model_v6,0.163,49,37,1,7,51,133,181,5.817,25,0.573,A0A1E3MAB0,O95831,murI,AIFM1,9606
AF-A0A0E1JM65-F1-model_v4,AF-Q9H171-2-F1-model_v6,0.152,92,66,5,1,90,1,82,0.4509,60,0.5726,A0A0E1JM65,Q9H171,yvoA_3,ZBP1,9606
AF-V5VGT4-F1-model_v4,AF-P26640-2-F1-model_v6,0.196,371,194,13,6,346,1,297,9.478e-09,249,0.5726,V5VGT4,P26640,leuS,VARS1,9606
AF-A0A059ZEL5-F1-model_v4,AF-Q96DC8-F1-model_v6,0.108,239,123,13,53,263,65,241,0.0003897,111,0.5725,A0A059ZEL5,Q96DC8,sohB,ECHDC3,9606
AF-A0A1E3M476-F1-model_v4,AF-P61011-2-F1-model_v6,0.104,248,134,14,1,236,51,222,0.01472,82,0.5725,A0A1E3M476,P61011,,SRP54,9606
AF-V5VGM3-F1-model_v4,AF-Q99807-2-F1-model_v6,0.182,181,127,8,54,225,9,177,2.144,57,0.5724,V5VGM3,Q99807,,COQ7,9606
AF-V5VGM3-F1-model_v4,AF-Q99807-F1-model_v6,0.182,181,127,8,54,225,47,215,1.88,58,0.5723,V5VGM3,Q99807,,COQ7,9606
AF-V5VDY2-F1-model_v4,AF-Q5TGI0-F1-model_v6,0.171,274,174,17,1,250,99,343,1.881e-05,178,0.5722,V5VDY2,Q5TGI0,,FAXC,9606
AF-V5VBZ1-F1-model_v4,AF-Q8IY82-F1-model_v6,0.093,213,89,8,94,217,129,326,0.2136,61,0.5719,V5VBZ1,Q8IY82,,DRC7,9606
AF-A0A1E3M628-F1-model_v4,AF-O75600-F1-model_v6,0.112,464,301,33,41,470,29,415,4.161e-10,256,0.5717,A0A1E3M628,O75600,,GCAT,9606
AF-A0A059ZG36-F1-model_v4,AF-Q9H078-3-F1-model_v6,0.128,312,183,19,58,293,286,584,1.204e-05,155,0.5717,A0A059ZG36,Q9H078,,CLPB,9606
AF-A0A1E3MBH1-F1-model_v4,AF-Q63HQ2-2-F1-model_v6,0.137,138,102,8,25,150,15,147,0.05077,78,0.5717,A0A1E3MBH1,Q63HQ2,,EGFLAM,9606
AF-A0A059ZGV9-F1-model_v4,AF-O95620-F1-model_v6,0.113,300,189,16,1,259,8,271,0.0004219,123,0.5715,A0A059ZGV9,O95620,trpA,DUS4L,9606
AF-A0A1E3M7Q6-F1-model_v4,AF-P27169-F1-model_v6,0.071,362,170,25,403,745,84,298,0.05411,63,0.5713,A0A1E3M7Q6,P27169,,PON1,9606
AF-A0A059ZM17-F1-model_v4,AF-Q96G46-3-F1-model_v6,0.128,280,167,21,8,258,62,293,0.02282,77,0.5713,A0A059ZM17,Q96G46,tpiA,DUS3L,9606
AF-V5VEV9-F1-model_v4,AF-P55265-2-F1-model_v6,0.133,90,64,3,1,80,114,199,2.411,61,0.5713,V5VEV9,P55265,lutR_1,ADAR,9606
AF-V5VEV9-F1-model_v4,AF-Q9H171-2-F1-model_v6,0.132,83,62,4,1,82,1,74,2.411,62,0.5712,V5VEV9,Q9H171,lutR_1,ZBP1,9606
AF-V5VG33-F1-model_v4,AF-P61011-F1-model_v6,0.158,227,120,12,2,210,100,273,7.994e-05,121,0.5709,V5VG33,P61011,minD,SRP54,9606
AF-A0A1E3M6P8-F1-model_v4,AF-P27695-F1-model_v6,0.127,345,183,28,464,778,62,318,2.61e-08,194,0.5708,A0A1E3M6P8,P27695,,APEX1,9606
AF-A0A160BZU0-F1-model_v4,AF-Q5I0G3-2-F1-model_v6,0.122,163,110,13,6,148,132,281,0.002199,104,0.5705,A0A160BZU0,Q5I0G3,,MDH1B,9606
AF-A0A1E3MB32-F1-model_v4,AF-Q5VV43-4-F1-model_v6,0.125,135,78,8,454,581,709,810,0.05388,94,0.5702,A0A1E3MB32,Q5VV43,,KIAA0319,9606
AF-A0A1E3M2V6-F1-model_v4,AF-Q9H171-F1-model_v6,0.103,87,69,2,1,87,1,78,0.2838,66,0.5701,A0A1E3M2V6,Q9H171,,ZBP1,9606
AF-V5VH40-F1-model_v4,AF-Q9BZW2-F1-model_v6,0.108,608,352,30,4,473,16,571,7.816e-05,176,0.5701,V5VH40,Q9BZW2,,SLC13A1,9606
AF-A0A1E3M7U6-F1-model_v4,AF-Q5T890-F1-model_v6,0.104,624,265,28,209,629,123,655,1.336e-06,171,0.5697,A0A1E3M7U6,Q5T890,priA,ERCC6L2,9606
AF-A0A1E3M735-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.137,203,123,12,3,165,22,212,4.906e-05,135,0.5696,A0A1E3M735,Q9H7X0,,NAA60,9606
AF-A0A059ZK40-F1-model_v4,AF-Q8IZ52-4-F1-model_v6,0.125,262,159,17,3,213,346,588,1.814e-05,133,0.5696,A0A059ZK40,Q8IZ52,,CHPF,9606
AF-A0A081HAY5-F1-model_v4,AF-P15559-F1-model_v6,0.104,229,133,14,2,178,5,213,0.0008944,104,0.5693,A0A081HAY5,P15559,azr,NQO1,9606
AF-A0A0J8TKR3-F1-model_v4,AF-Q8IWB6-2-F1-model_v6,0.181,33,26,1,42,73,243,275,6.689,37,0.5692,A0A0J8TKR3,Q8IWB6,,TEX14,9606
AF-A0A1E3M590-F1-model_v4,AF-O14618-F1-model_v6,0.066,45,40,2,54,98,91,133,2.679,34,0.5691,A0A1E3M590,O14618,,CCS,9606
AF-A0A1E3MBH1-F1-model_v4,AF-O60469-F1-model_v6,0.136,117,81,11,48,153,1194,1301,0.2016,62,0.569,A0A1E3MBH1,O60469,,DSCAM,9606
AF-A0A1V1AHU4-F1-model_v4,AF-O43281-F1-model_v6,0.055,163,112,5,73,227,432,560,2.093,49,0.5689,A0A1V1AHU4,O43281,,EFS,9606
AF-V5VA41-F1-model_v4,AF-O43396-F1-model_v6,0.081,135,81,8,24,158,17,108,0.9296,42,0.5689,V5VA41,O43396,,TXNL1,9606
AF-V5V9G7-F1-model_v4,AF-Q9BX10-2-F1-model_v6,0.087,296,157,9,26,229,27,301,2.77e-06,168,0.5689,V5V9G7,Q9BX10,yihA,GTPBP2,9606
AF-A0A1E3M4C3-F1-model_v4,AF-Q8NBK3-F1-model_v6,0.181,392,211,18,1,321,15,367,2.86e-14,341,0.5688,A0A1E3M4C3,Q8NBK3,,SUMF1,9606
AF-A0A1E3M3Z9-F1-model_v4,AF-P00492-F1-model_v6,0.139,193,118,12,29,201,39,203,4.125e-06,148,0.5688,A0A1E3M3Z9,P00492,upp,HPRT1,9606
AF-A0A1E3M8S4-F1-model_v4,AF-P16452-F1-model_v6,0.076,118,84,6,3,117,595,690,2.461,47,0.5686,A0A1E3M8S4,P16452,,EPB42,9606
AF-A0A1E3M6G1-F1-model_v4,AF-Q9P2T1-3-F1-model_v6,0.128,125,80,8,145,257,74,181,1.058,47,0.5686,A0A1E3M6G1,Q9P2T1,,GMPR2,9606
AF-A0A5P1ULU4-F1-model_v4,AF-O94851-F1-model_v6,0.144,428,231,30,4,356,87,454,6.809e-10,248,0.5686,A0A5P1ULU4,O94851,,MICAL2,9606
AF-A0A1E3M3I5-F1-model_v4,AF-P35249-F1-model_v6,0.136,272,155,20,17,257,55,277,7.996e-06,146,0.5685,A0A1E3M3I5,P35249,,RFC4,9606
AF-A0A1L5TUL4-F1-model_v4,AF-O60869-3-F1-model_v6,0.172,58,40,3,3,53,81,137,3.314,43,0.5685,A0A1L5TUL4,O60869,,EDF1,9606
AF-A0A0R0VXX6-F1-model_v4,AF-O00442-2-F1-model_v6,0.093,193,109,13,234,370,18,200,0.001927,90,0.5684,A0A0R0VXX6,O00442,murA,RTCA,9606
AF-A0A1E3M5V0-F1-model_v4,AF-A2A3N6-F1-model_v6,0.105,95,70,5,26,116,591,674,0.7841,50,0.5683,A0A1E3M5V0,A2A3N6,,PIPSL,9606
AF-A0A1E3M6H0-F1-model_v4,AF-Q9P2T1-2-F1-model_v6,0.112,329,207,18,12,314,67,336,2.311e-06,158,0.568,A0A1E3M6H0,Q9P2T1,,GMPR2,9606
AF-A0A1E3MCM3-F1-model_v4,AF-Q8IWW8-2-F1-model_v6,0.161,68,54,1,31,95,11,78,3.038,37,0.568,A0A1E3MCM3,Q8IWW8,,ADHFE1,9606
AF-A0A1E3M3N7-F1-model_v4,AF-Q9Y2Z2-4-F1-model_v6,0.125,168,86,9,138,247,27,191,0.0006033,111,0.5679,A0A1E3M3N7,Q9Y2Z2,,MTO1,9606
AF-A0A1E3M7W8-F1-model_v4,AF-Q4G0N8-F1-model_v6,0.13,391,222,22,6,290,44,422,0.02861,110,0.5678,A0A1E3M7W8,Q4G0N8,,SLC9C1,9606
AF-A0A1E3M6W8-F1-model_v4,AF-Q4G0N8-F1-model_v6,0.103,368,208,19,8,279,78,419,0.2616,81,0.5676,A0A1E3M6W8,Q4G0N8,,SLC9C1,9606
AF-A0A1E3MBY8-F1-model_v4,AF-A4D1E9-F1-model_v6,0.19,226,119,9,6,191,151,352,0.0001046,178,0.5676,A0A1E3MBY8,A4D1E9,,GTPBP10,9606
AF-A0A1E3M582-F1-model_v4,AF-Q5H8A4-3-F1-model_v6,0.116,103,80,5,34,130,195,292,8.616,36,0.5676,A0A1E3M582,Q5H8A4,,PIGG,9606
AF-A0A7U4X7M8-F1-model_v4,AF-Q8NHY0-2-F1-model_v6,0.134,291,171,18,1,265,262,497,4.637e-07,171,0.5674,A0A7U4X7M8,Q8NHY0,,B4GALNT2,9606
AF-A0A1E3M1E3-F1-model_v4,AF-Q9Y2Z2-3-F1-model_v6,0.192,182,114,12,2,167,33,197,3.699e-06,150,0.5673,A0A1E3M1E3,Q9Y2Z2,,MTO1,9606
AF-A0A1E3M6H0-F1-model_v4,AF-Q96G46-F1-model_v6,0.09,277,150,15,7,237,301,521,5.204e-05,132,0.5671,A0A1E3M6H0,Q96G46,,DUS3L,9606
AF-A0A098SC05-F1-model_v4,AF-Q5T011-4-F1-model_v6,0.043,46,42,1,372,417,424,467,3.288,35,0.5671,A0A098SC05,Q5T011,oprB_1,SZT2,9606
AF-A0A0R0VXX6-F1-model_v4,AF-O00442-F1-model_v6,0.094,180,110,12,234,370,18,187,0.0006433,98,0.5669,A0A0R0VXX6,O00442,murA,RTCA,9606
AF-A0A5P1UCP2-F1-model_v4,AF-Q9NZB8-7-F1-model_v6,0.185,151,90,9,75,210,15,147,0.254,58,0.5669,A0A5P1UCP2,Q9NZB8,,MOCS1,9606
AF-G1CBN7-F1-model_v4,AF-Q5H8A4-2-F1-model_v6,0.141,367,209,23,209,539,34,330,1.975e-06,186,0.5669,G1CBN7,Q5H8A4,,PIGG,9606
AF-A0A1E3M6H0-F1-model_v4,AF-O95620-F1-model_v6,0.118,287,168,12,1,250,16,254,5.016e-07,174,0.5669,A0A1E3M6H0,O95620,,DUS4L,9606
AF-A0A0D8F1Y7-F1-model_v4,AF-Q96GJ1-F1-model_v6,0.137,240,123,17,32,252,330,504,3.01e-06,153,0.5668,A0A0D8F1Y7,Q96GJ1,,TRMT2B,9606
AF-A0A1V1AHU4-F1-model_v4,AF-O43281-2-F1-model_v6,0.054,164,113,5,72,227,338,467,2.347,48,0.5668,A0A1V1AHU4,O43281,,EFS,9606
AF-A0A1E3M527-F1-model_v4,AF-Q8TB40-F1-model_v6,0.189,311,179,19,16,279,55,339,1.036e-10,254,0.5667,A0A1E3M527,Q8TB40,,ABHD4,9606
AF-A0A1E3M6B0-F1-model_v4,AF-Q9NVH1-3-F1-model_v6,0.113,371,162,20,352,719,161,367,1.786,50,0.5663,A0A1E3M6B0,Q9NVH1,,DNAJC11,9606
AF-A0A1E3M7A9-F1-model_v4,AF-O00408-6-F1-model_v6,0.104,210,138,10,9,197,201,381,0.002586,107,0.5662,A0A1E3M7A9,O00408,,PDE2A,9606
AF-A0A1E3MCE9-F1-model_v4,AF-A4D1U4-F1-model_v6,0.119,42,36,1,193,233,120,161,1.645,35,0.5662,A0A1E3MCE9,A4D1U4,,DENND11,9606
AF-V5VJF1-F1-model_v4,AF-Q9Y2Q3-4-F1-model_v6,0.128,171,132,7,42,199,2,168,0.005126,97,0.5661,V5VJF1,Q9Y2Q3,dsbA,GSTK1,9606
AF-A0A1E3MAB2-F1-model_v4,AF-P55265-3-F1-model_v6,0.083,84,74,1,5,88,136,216,2.161,50,0.566,A0A1E3MAB2,P55265,,ADAR,9606
AF-A0A1E3M2P9-F1-model_v4,AF-Q9BWD1-F1-model_v6,0.083,360,181,16,227,454,50,392,0.05203,69,0.5659,A0A1E3M2P9,Q9BWD1,,ACAT2,9606
AF-A0A7U4X7M8-F1-model_v4,AF-Q8NHY0-F1-model_v6,0.136,293,168,21,1,265,322,557,7.591e-07,168,0.5658,A0A7U4X7M8,Q8NHY0,,B4GALNT2,9606
AF-A0A1E3M2E5-F1-model_v4,AF-P15559-2-F1-model_v6,0.146,212,128,10,2,195,4,180,0.001036,110,0.5658,A0A1E3M2E5,P15559,azoR,NQO1,9606
AF-A0A0J8VXQ3-F1-model_v4,AF-Q5VV43-3-F1-model_v6,0.09,100,78,5,31,126,486,576,0.1652,74,0.5657,A0A0J8VXQ3,Q5VV43,,KIAA0319,9606
AF-V5VFH4-F1-model_v4,AF-P55265-2-F1-model_v6,0.12,100,79,5,1,93,272,369,0.1138,83,0.5657,V5VFH4,P55265,kdgR,ADAR,9606
AF-A0A7U4Z0M2-F1-model_v4,AF-Q96HP4-F1-model_v6,0.096,311,185,18,98,368,58,312,4.442e-07,174,0.5656,A0A7U4Z0M2,Q96HP4,,OXNAD1,9606
AF-A0A086HW22-F1-model_v4,AF-Q96GJ1-3-F1-model_v6,0.1,70,48,4,349,411,293,354,1.687,44,0.5655,A0A086HW22,Q96GJ1,ahpF,TRMT2B,9606
AF-V5VCD9-F1-model_v4,AF-Q96E11-7-F1-model_v6,0.166,78,63,1,6,83,41,116,0.06348,75,0.5654,V5VCD9,Q96E11,frr,MRRF,9606
AF-A0A7L5THC7-F1-model_v4,AF-Q96GJ1-3-F1-model_v6,0.1,70,48,4,349,411,293,354,3.302,39,0.5653,A0A7L5THC7,Q96GJ1,,TRMT2B,9606
AF-A0A1L5TLQ9-F1-model_v4,AF-P02533-F1-model_v6,0.18,50,40,1,215,264,422,470,3.932,55,0.5653,A0A1L5TLQ9,P02533,,KRT14,9606
AF-A0A1E3MA89-F1-model_v4,AF-Q9H1D9-F1-model_v6,0.14,100,71,4,19,107,84,179,1.115,53,0.5653,A0A1E3MA89,Q9H1D9,,POLR3F,9606
AF-V5VI90-F1-model_v4,AF-Q9GZT8-3-F1-model_v6,0.084,83,65,4,31,112,167,239,0.5803,57,0.5652,V5VI90,Q9GZT8,,NIF3L1,9606
AF-A0A0J8VXQ3-F1-model_v4,AF-Q5VV43-2-F1-model_v6,0.09,100,78,5,31,126,522,612,0.2282,71,0.5651,A0A0J8VXQ3,Q5VV43,,KIAA0319,9606
AF-A0A0H4UPM2-F1-model_v4,AF-P61011-F1-model_v6,0.146,259,157,14,145,383,95,309,0.0005865,108,0.5649,A0A0H4UPM2,P61011,ylxH,SRP54,9606
AF-A0A059ZGE6-F1-model_v4,AF-P55265-4-F1-model_v6,0.221,104,65,5,4,102,169,261,0.05155,74,0.5648,A0A059ZGE6,P55265,arsR1,ADAR,9606
AF-V5V8P1-F1-model_v4,AF-Q9NR19-2-F1-model_v6,0.093,182,89,10,147,324,141,250,0.6253,52,0.5648,V5V8P1,Q9NR19,hutU,ACSS2,9606
AF-A0A1E3M702-F1-model_v4,AF-O95620-2-F1-model_v6,0.192,223,133,9,187,393,1,192,0.0001894,131,0.5647,A0A1E3M702,O95620,,DUS4L,9606
AF-A0A1E3MCM3-F1-model_v4,AF-O95394-4-F1-model_v6,0.118,625,281,36,5,465,41,559,6.972e-13,299,0.5646,A0A1E3MCM3,O95394,,PGM3,9606
AF-A0A1E3M6G8-F1-model_v4,AF-P55001-3-F1-model_v6,0.043,46,44,0,104,149,67,112,2.704,64,0.5643,A0A1E3M6G8,P55001,,MFAP2,9606
AF-V5VBS4-F1-model_v4,AF-Q9H078-5-F1-model_v6,0.135,311,180,21,64,299,144,440,7.079e-05,139,0.5642,V5VBS4,Q9H078,,CLPB,9606
AF-V5VG21-F1-model_v4,AF-Q96GJ1-F1-model_v6,0.157,70,53,5,20,86,229,295,8.614,28,0.5642,V5VG21,Q96GJ1,,TRMT2B,9606
AF-V5V9M9-F1-model_v4,AF-A2A3N6-F1-model_v6,0.088,181,96,11,1,112,489,669,2.804,37,0.5639,V5V9M9,A2A3N6,pilH,PIPSL,9606
AF-A0A1E3M1Y9-F1-model_v4,AF-Q9H6X2-2-F1-model_v6,0.053,75,66,3,24,96,225,296,6.405,38,0.5638,A0A1E3M1Y9,Q9H6X2,,ANTXR1,9606
AF-A0A1E3M4H5-F1-model_v4,AF-O75600-2-F1-model_v6,0.119,478,307,30,45,469,21,437,8.341e-12,303,0.5637,A0A1E3M4H5,O75600,,GCAT,9606
AF-A0A1E3MAU0-F1-model_v4,AF-Q96NN9-2-F1-model_v6,0.196,331,221,15,2,308,197,506,1.693e-17,444,0.5637,A0A1E3MAU0,Q96NN9,,AIFM3,9606
AF-A0A1E3MBI3-F1-model_v4,AF-O00418-F1-model_v6,0.185,140,87,5,42,162,592,723,0.07131,107,0.5636,A0A1E3MBI3,O00418,,EEF2K,9606
AF-V5V8R1-F1-model_v4,AF-P51659-F1-model_v6,0.151,139,97,8,2,132,606,731,0.0004944,111,0.5636,V5V8R1,P51659,,HSD17B4,9606
AF-A0A1E3M8E2-F1-model_v4,AF-Q9NVH1-F1-model_v6,0.069,373,185,20,39,395,145,371,2.184,50,0.5636,A0A1E3M8E2,Q9NVH1,,DNAJC11,9606
AF-A0A1E3M1Y9-F1-model_v4,AF-Q9H6X2-6-F1-model_v6,0.05,79,62,4,24,96,225,296,6.742,38,0.5635,A0A1E3M1Y9,Q9H6X2,,ANTXR1,9606
AF-A0A1E3M476-F1-model_v4,AF-Q6ZV29-4-F1-model_v6,0.135,280,135,17,3,277,731,908,1.024,47,0.5635,A0A1E3M476,Q6ZV29,,PNPLA7,9606
AF-A0A1E3M582-F1-model_v4,AF-O43281-3-F1-model_v6,0.109,146,106,7,1,129,247,385,0.8362,62,0.5633,A0A1E3M582,O43281,,EFS,9606
AF-V5VBT0-F1-model_v4,AF-Q6ZV29-4-F1-model_v6,0.149,394,226,26,139,502,913,1227,8.239e-05,165,0.5633,V5VBT0,Q6ZV29,,PNPLA7,9606
AF-A0A1E3M5Y4-F1-model_v4,AF-O14618-F1-model_v6,0.098,71,61,2,51,121,1,68,1.442,45,0.5633,A0A1E3M5Y4,O14618,,CCS,9606
AF-A0A1E3M4H5-F1-model_v4,AF-P55265-F1-model_v6,0.183,87,60,4,12,88,117,202,2.186,50,0.5632,A0A1E3M4H5,P55265,,ADAR,9606
AF-V5VBT0-F1-model_v4,AF-Q6ZV29-F1-model_v6,0.136,381,210,23,141,483,915,1214,0.0001661,156,0.5631,V5VBT0,Q6ZV29,,PNPLA7,9606
AF-A0A7U4X7F2-F1-model_v4,AF-Q9H974-4-F1-model_v6,0.087,274,166,17,4,215,43,294,0.3006,63,0.5631,A0A7U4X7F2,Q9H974,,QTRT2,9606
AF-V5VHQ6-F1-model_v4,AF-Q96RR1-F1-model_v6,0.118,220,124,11,140,326,407,589,0.004105,92,0.5631,V5VHQ6,Q96RR1,atpD,TWNK,9606
AF-A0A7U4Z2N4-F1-model_v4,AF-P55265-F1-model_v6,0.127,47,35,2,7,51,155,197,5.191,34,0.5631,A0A7U4Z2N4,P55265,,ADAR,9606
AF-A0A7H1P1R6-F1-model_v4,AF-Q8NFF5-4-F1-model_v6,0.088,90,70,5,7,95,188,266,2.382,43,0.5631,A0A7H1P1R6,Q8NFF5,,FLAD1,9606
AF-V5V9G7-F1-model_v4,AF-Q9BX10-4-F1-model_v6,0.114,350,175,15,1,227,42,379,3.121e-06,172,0.5627,V5V9G7,Q9BX10,yihA,GTPBP2,9606
AF-A0A1E3MAU0-F1-model_v4,AF-Q96NN9-F1-model_v6,0.196,331,221,15,2,308,191,500,1.115e-17,448,0.5627,A0A1E3MAU0,Q96NN9,,AIFM3,9606
AF-A0A077GNZ5-F1-model_v4,AF-Q96DC8-2-F1-model_v6,0.127,157,80,8,138,292,2,103,0.009241,81,0.5625,A0A077GNZ5,Q96DC8,sppA,ECHDC3,9606
AF-V5VGD1-F1-model_v4,AF-Q5VV42-2-F1-model_v6,0.135,74,52,4,2,71,345,410,0.1167,75,0.5625,V5VGD1,Q5VV42,cspV,CDKAL1,9606
AF-A0A059ZPS8-F1-model_v4,AF-Q9NUB1-4-F1-model_v6,0.111,180,104,11,141,308,138,273,0.001014,96,0.5625,A0A059ZPS8,Q9NUB1,gutB,ACSS1,9606
AF-A0A1E3M6S6-F1-model_v4,AF-O95249-F1-model_v6,0.09,144,122,3,46,181,3,145,5.539,44,0.5623,A0A1E3M6S6,O95249,,GOSR1,9606
AF-A0A1E3M971-F1-model_v4,AF-Q10471-2-F1-model_v6,0.113,159,101,11,5,148,45,178,0.0005801,96,0.5621,A0A1E3M971,Q10471,mobA,GALNT2,9606
AF-A0A0J8VXQ3-F1-model_v4,AF-Q5VV43-4-F1-model_v6,0.1,100,73,6,31,124,531,619,0.2831,67,0.5621,A0A0J8VXQ3,Q5VV43,,KIAA0319,9606
AF-V5VC01-F1-model_v4,AF-Q9Y5N5-2-F1-model_v6,0.116,180,125,11,41,212,33,186,0.0003046,103,0.5619,V5VC01,Q9Y5N5,rlmE,HEMK2,9606
AF-A0A7U4X5T2-F1-model_v4,AF-P0C7M7-F1-model_v6,0.134,186,136,7,561,721,394,579,6.723e-06,181,0.5619,A0A7U4X5T2,P0C7M7,,ACSM4,9606
AF-V5VHQ6-F1-model_v4,AF-Q96RR1-2-F1-model_v6,0.104,191,119,11,140,310,407,565,0.01341,77,0.5617,V5VHQ6,Q96RR1,atpD,TWNK,9606
AF-A0A7U4X9K9-F1-model_v4,AF-Q9P0J6-F1-model_v6,0.25,24,18,0,66,89,70,93,5.866,31,0.5615,A0A7U4X9K9,Q9P0J6,,MRPL36,9606
AF-A0A1E3MAU0-F1-model_v4,AF-Q9Y2Z2-3-F1-model_v6,0.153,176,92,12,2,122,33,206,0.004284,84,0.5615,A0A1E3MAU0,Q9Y2Z2,,MTO1,9606
AF-V5VAZ9-F1-model_v4,AF-O43824-F1-model_v6,0.173,271,151,14,19,269,282,499,1.484e-05,152,0.5612,V5VAZ9,O43824,era,GTPBP6,9606
AF-A0A1E3M6H0-F1-model_v4,AF-Q96G46-3-F1-model_v6,0.096,269,157,13,7,237,59,279,3.449e-05,134,0.5611,A0A1E3M6H0,Q96G46,,DUS3L,9606
AF-V5VH15-F1-model_v4,AF-Q9UBQ7-F1-model_v6,0.223,130,72,8,14,124,151,270,0.01336,93,0.5609,V5VH15,Q9UBQ7,ilvC,GRHPR,9606
AF-A0A1E3MAJ1-F1-model_v4,AF-P43007-F1-model_v6,0.284,440,275,8,12,415,44,479,4.359e-18,681,0.5608,A0A1E3MAJ1,P43007,,SLC1A4,9606
AF-A0A1E3M5D3-F1-model_v4,AF-P05091-F1-model_v6,0.103,126,90,9,105,220,174,286,4.775,35,0.5606,A0A1E3M5D3,P05091,,ALDH2,9606
AF-A0A0H4UPL1-F1-model_v4,AF-Q8NFW8-F1-model_v6,0.092,281,114,10,1,267,273,426,6.218e-05,130,0.5606,A0A0H4UPL1,Q8NFW8,,CMAS,9606
AF-A0A1E3MCA8-F1-model_v4,AF-Q9Y600-3-F1-model_v6,0.131,457,254,33,29,421,139,516,1.307e-10,228,0.5606,A0A1E3MCA8,Q9Y600,,CSAD,9606
AF-A0A1E3M4H5-F1-model_v4,AF-P55265-4-F1-model_v6,0.177,96,62,4,9,88,151,245,1.145,57,0.5605,A0A1E3M4H5,P55265,,ADAR,9606
AF-A0A1E3M409-F1-model_v4,AF-A2A3N6-F1-model_v6,0.168,95,55,7,37,114,572,659,2.413,38,0.5601,A0A1E3M409,A2A3N6,,PIPSL,9606
AF-V5VB58-F1-model_v4,AF-O95831-F1-model_v6,0.124,466,226,27,1,407,128,470,4.103e-07,178,0.56,V5VB58,O95831,,AIFM1,9606
AF-A0A090C1W5-F1-model_v4,AF-Q96NN9-3-F1-model_v6,0.146,464,226,35,15,439,184,516,3.296e-10,222,0.56,A0A090C1W5,Q96NN9,,AIFM3,9606
AF-A0A1E3M733-F1-model_v4,AF-P15559-2-F1-model_v6,0.119,184,102,10,35,166,4,179,0.0835,65,0.5599,A0A1E3M733,P15559,,NQO1,9606
AF-A0A059ZJ34-F1-model_v4,AF-Q9NXC2-F1-model_v6,0.122,352,200,20,3,266,1,331,1.213e-05,139,0.5597,A0A059ZJ34,Q9NXC2,dapB,GFOD1,9606
AF-V5VDL4-F1-model_v4,AF-Q13569-F1-model_v6,0.145,200,122,14,68,237,131,311,0.0288,70,0.5597,V5VDL4,Q13569,ung,TDG,9606
AF-A0A1E3M5I7-F1-model_v4,AF-Q8IZ52-2-F1-model_v6,0.116,43,37,1,59,100,1,43,2.575,41,0.5597,A0A1E3M5I7,Q8IZ52,,CHPF,9606
AF-V5VHC0-F1-model_v4,AF-Q96E11-8-F1-model_v6,0.107,84,65,3,56,136,131,207,9.966,34,0.5596,V5VHC0,Q96E11,dksA,MRRF,9606
AF-V5VBD2-F1-model_v4,AF-Q8NH95-F1-model_v6,0.107,102,74,4,11,97,42,141,7.527,35,0.5596,V5VBD2,Q8NH95,,OR13C6P,9606
AF-A0A059ZPS8-F1-model_v4,AF-Q9NUB1-F1-model_v6,0.111,180,104,12,141,308,138,273,0.002879,88,0.5594,A0A059ZPS8,Q9NUB1,gutB,ACSS1,9606
AF-V5V8R1-F1-model_v4,AF-Q9UBI4-3-F1-model_v6,0.152,138,108,6,1,135,266,397,0.0004346,111,0.5593,V5V8R1,Q9UBI4,,STOML1,9606
AF-A0A1L5TLQ9-F1-model_v4,AF-Q7Z3Y8-F1-model_v6,0.183,60,43,1,226,285,406,459,4.678,52,0.5591,A0A1L5TLQ9,Q7Z3Y8,,KRT27,9606
AF-A0A1E3M8R1-F1-model_v4,AF-Q96NN9-F1-model_v6,0.135,472,232,37,14,439,188,529,3.664e-10,227,0.5588,A0A1E3M8R1,Q96NN9,,AIFM3,9606
AF-A0A1E3M806-F1-model_v4,AF-P31512-F1-model_v6,0.138,180,108,10,2,166,1,148,2.457e-05,136,0.5587,A0A1E3M806,P31512,,FMO4,9606
AF-V5VIU6-F1-model_v4,AF-Q9NSK7-F1-model_v6,0.25,68,48,1,1,68,1,65,5.155,44,0.5587,V5VIU6,Q9NSK7,,C19orf12,9606
AF-A0A0D5YFV8-F1-model_v4,AF-P15559-F1-model_v6,0.131,244,122,14,2,182,1,217,0.0001314,120,0.5586,A0A0D5YFV8,P15559,,NQO1,9606
